0,0,0,0,0
1,0.43,0.23,0.39,0.43
2,1.68,0.41,1.28,1.66
3,2.77,0.52,1.92,2.72
4,3.74,0.61,2.45,3.65
5,4.68,0.73,2.99,4.52
6,5.88,0.94,3.82,5.74
7,6.88,1.2,4.65,6.73
8,7.92,1.67,5.71,7.76
9,9.13,3.23,7.7,9.0
10,9.87,6.76,9.42,9.84
